"model","price","year","mileage"
"Ford: F-350 Platinum","61,580.00","2015","5"
"Mercedes-Benz: S-Class 4dr Sedan S550 RWD","114,645.00","2016","0"
"Ford: Crestliner Crestline","7,500.00","1954","47,324"
"Chevrolet: Camaro Pro Street","129,900.00","1969","384"
"Chevrolet: Corvette Z51 2LT","70,560.00","2016","0"
"Jaguar: XJ Base Sedan 4-Door","85,138.00","2015","59"
"New listing  Toyota: 4Runner SR5 AUTOMATIC PARK ASSIST TOW ","1.00","2010","64,752"
"BMW: 5-Series Sport Wagon","9,995.00","2007","111,500"
"Chevrolet: Tahoe 2WD","14,795.00","2010","97,311"
"Dodge: Charger base","6,300.00","1968","1,111,111,111"
"BMW: X1 xDrive28i","43,495.00","2016","0"
"BMW: 3-Series 328i","28,495.00","2013","34,010"
"Mercedes-Benz: S-Class 4dr Sedan S63 AMG 4MATIC","137,895.00","2015","8,745"
" Ford: F-150 TEXAS CREW XLT CRUISE CTRL ALLOYS ","1.00","2013","36,894"
"Chevrolet: C-10 1/2 Ton 2wd","49,500.00","1956","2,401"
"Ford: Mustang RARE BENCH SEAT - A/C - 7K MILES","14,500.00","1965","7,000"
"Chevrolet: Silverado 1500 WT Standard Cab Pickup 2-Door","7,400.00","2006","133,000"
"Toyota: Matrix S","500.00","2009","74,350"
"GMC: Sonoma SL Standard Cab Pickup 2-Door","4,050.00","1999"," "
"McLaren: MP4-12C Coupe","155,000.00","2012","12,901"
"Jaguar: F-Type Coupe Manual","72,133.00","2016","13"
"New listing Dodge: Ram 2500 SLT","200.00","1998","208,714"
"Mercury: Grand Marquis GS Sedan 4-Door","605.00","2002","131,288"
" Chevrolet: Caprice Sedan ","1,625.00","1968","27,624"
"Other Makes: Esperant","28,000.00","2001","24,325"
" Ford: F-150 TEXAS CREW 5.0 SIDESTEPS BEDLINER ","1.00","2013","35,501"
"Chrysler: Other SRT 8","38,000.00","2012","30,000"
"New listing Chevrolet: Chevelle SS TRIM","10,000.00","1972","16,469"
"Chevrolet: Corvette 2LZ Z06 1 Owner Supercharged 563 Miles!","85,900.00","2015","563"
"Lexus: LS 4dr Sedan","24,700.00","2008","56,885"
"Toyota: Tacoma 2WD Double Cab V6 Automatic PreRunner","27,688.00","2013","13,156"
"Chevrolet: Camaro 1970 Chevy Camaro RS SS 350 4 speed 12 bolt number","1,611.00","1970","1"
"Chevrolet: Monte Carlo SS","11,750.00","1988","8,664"
"Ford: F-350 King Ranch Crew Cab 4x4","60,891.00","2016","6"
"Dodge: Viper GTS ACR","34,600.00","2001","49,500"
"Cadillac: SRX Luxury Sport Utility 4-Door","25,950.00","2013","29,216"
"Chevrolet: Cruze 4dr Sedan Automatic LT w/1LT","23,384.00","2016","0"
"Mercedes-Benz: Other Car","18,999.00","1984","118,245"
"Other Makes: Hummer 4-Passenger Wagon Enclosed","59,995.00","1999","83,055"
"New listing Rolls-Royce: Ghost 4dr Sedan","164,500.00","2012","8,377"
"Mercedes-Benz: S-Class 4dr Sedan S65 AMG RWD","67,789.00","2010","49,600"
"Mercedes-Benz: S-Class 4dr Sedan S550 RWD W/Sport package Plus One/P2","38,500.00","2011","39,115"
"Porsche: 911 GT2 RS","424,990.00","2011","5,090"
"Toyota: Land Cruiser FJ40","45,888.00","1976","61,299"
"New listing  Toyota: Tundra LIMITED CREWMAX 4X4 SUNROOF NAV ","1.00","2014","9,506"
"Chevrolet: Cruze 4dr Sedan Automatic LT w/1LT","23,183.00","2016","0"
"Mercedes-Benz: E-Class E63 AMG","15,100.00","2011","43,077"
"BMW: 3-Series i","19,800.00","2008","23,055"
"Ford: F-150 XL 1 OWNER EXT CAB 4 DOOR LONGBED MANUAL CRUISE V6 RWD TOW","500.00","2000","64,184"
"New listing Plymouth: Road Runner 2 door coupe","5,000.00","1969","0"
"New listing Ford: F-250 XLT 4x4 6.7L V8 Diesel Crew Cab Truck Low Miles","1.00","2011","49,156"
"New listing Mercedes-Benz: CL-Class Coupe","500.00","2013","39,005"
"Chevrolet: SS LS","17,990.00","2003","56,621"
"Ford: F-250 1989 Ford 3/4 Ton Trucks HD Styleside 133"" WB","4,950.00","1989","145,092"
"BMW: 4-Series 428i xDrive","35,000.00","2015","11,034"
" Ford: Excursion Ford, Excursion, Power Stroke, Diesel, 4wd, Other, ","12,200.00","2003","100,269"
"New listing Rolls-Royce: Ghost Base Sedan 4-Door","146,500.00","2011","28,757"
"BMW: 3-Series 328i","41,895.00","2016","0"
"BMW: 3-Series 328i","40,795.00","2016","0"
" Chevrolet: C/K Pickup 2500 LS ","8,100.00","1999","97,000"
"New listing Lincoln: Navigator Base Sport Utility 4-Door","16,500.00","2008","115,000"
"Ford: Crestliner Crestline","7,500.00","1954","47,324"
"Chevrolet: Monte Carlo SS","2,500.00","1986","70,130"
"Porsche: 911 2DR CONVERTIBLE","144,900.00","2015","4,205"
"Jaguar: XF Supercharged 4dr Sedan","30,900.00","2011","44,403"
"BMW: X5 xDrive50i","77,445.00","2015","0"
"Chevrolet: C-60 CABOVER VIKING","5,800.00","1961","100,000"
"Chevrolet: Tahoe 2WD","14,795.00","2010","97,311"
"BMW: 5-Series TURBOCHARGED-EDITION","16,500.00","2014","26,914"
"Jeep: Wrangler X Sport Utility 2-Door","18,950.00","2007","66,808"
"Ford: Torino GT","25,000.00","1970","81,206"
"BMW: 3-Series Sport Package","23,500.00","2011","63,886"
"Chevrolet: Chevelle Malibu","10,200.00","1970","82,000"
"Mercedes-Benz: SL-Class 2dr Roadster","18,900.00","1988","59,500"
"New listing  Ford: Mustang GT Deluxe Certified 2007 33K MILES MANUAL SHAKER ","28,980.00","2007","33,563"
"Mercedes-Benz: S-Class 4dr Sedan S63 AMG 4MATIC","137,895.00","2015","8,745"
"BMW: 3-Series 328i","28,495.00","2013","35,920"
"Chevrolet: Traverse FWD 4dr LT w/1LT","38,684.00","2016","0"
" Ford: F-150 SVT Raptor ","30,995.00","2010","107,800"
"New listing Chevrolet: Corvette Z51 LS3 6-Speed","25,991.00","2008","54,576"
"New listing Packard: Coupe Serie 23 Coupe","16,500.00","1950","64,000"
"Mercedes-Benz: 400-Series Sedan","2,750.00","1991","166,873"
"Ford: F-250 Super Duty Lariat","38,991.00","2012","64,419"
"New listing Chevrolet: Impala 4dr Sdn","100.00","2001","288,453"
"Bentley: Continental GT GTC Convertible 2-Door","109,800.00","2010","16,303"
"Chevrolet: S-10 exstream exstended cab","3,300.00","2001","136,000"
"Jeep: Wrangler X 2dr 4WD SUV","6,400.00","2004","87,871"
"Mercedes-Benz: E-Class 4-Matic","26,600.00","2013","27,210"
" Ford: F-150 SVT Raptor Crew Cab Pickup 4-Door ","18,000.00","2012","74,811"
"Chevrolet: Corvette 1996 Corvette LT4 Collectors Edition, very nice","14,890.00","1996","70,050"
"Ford: Thunderbird coupe","3,200.00","1965","100,000"
"Chevrolet: Corvette","59,500.00","1969","95,703"
"Mercedes-Benz: E-Class 4dr Sedan E350 Sport RWD","62,030.00","2016","0"
"Alfa Romeo: 164 Quadrifoglio Sedan 4-Door","8,900.00","1995","108,000"
"Chevrolet: Corvette 2012 Chevrolet Corvette Centennial Corvette","47,995.00","2012","6,195"
"New listing  Jeep: Wrangler Unlimited Sport Utility 4-Door ","52,950.00","2016","200"
"New listing Jeep: Wrangler Unlimited Sport Utility 4-Door","44,850.00","2016","394"
"New listing Jeep: Wrangler Unlimited Sport Utility 4-Door","52,550.00","2016","62"
" Ford: Mustang 7UP EDITION LX CONV. ","11,000.00","1990","99,000"
"Buick: Skylark 2dr","4,550.00","1968","73,426"
"Ford: F-150 Lariat Extended Cab Pickup 4-Door","8,300.00","2005","205,000"
"Bentley: Mulsanne 4dr Sedan Speed","329,999.00","2016","23"
"Ford: Other Pickups 2WD REG CAB","8,500.00","2004","216,038"
"New listing Ram: 1500 Tradesman Crew Cab Pickup 4-Door","22,000.00","2013","15,115"
"New listing Mercedes-Benz: CL-Class Coupe","54,995.00","2012","19,786"
"Mercedes-Benz: S-Class 4dr Sedan S550 RWD","108,445.00","2016","0"
" Chevrolet: Silverado 1500 Extended cab ","25,000.00","2001","142,984"
"Mercedes-Benz: M-Class 4DR SUV","14,900.00","2007","98,000"
"Toyota: Highlander 4WD 4dr Limi","9,999.00","2007","132,400"
"Chevrolet: Camaro Z28","9,500.00","1993","22,482"
"Ford: Mustang Rare A Code Coupe 225 HP Vintage Air Front Discs","10,200.00","1965","49,855"
"Ford: Model A TUDOR","10,200.00","1930","4,900"
"Replica/Kit Makes: pontiac gt","12,000.00","1985","96,023"
"Mercedes-Benz: C-Class C350 Sport","10,000.00","2013","27,652"
"GMC: Terrain SLE Sport Utility 4-Door","26,900.00","2015","8,900"
"Toyota: Prius Hybrid Base","1,425.00","2003","124,000"
"Bentley: Continental GT GT Coupe 2-Door","123,900.00","2012","17,651"
" Ferrari: 430 Spider F1 ","119,900.00","2005","23,156"
"Mercedes-Benz: GLC RWD 4dr GLC300","45,045.00","2016","0"
"Chevrolet: C-10 2012 Chevrolet interior","14,500.00","1967","1,000,000"
"Mercedes-Benz: SLS AMG GullWing","149,000.00","2011","27,343"
"New listing Chevrolet: Corvette Sting Ray","124,900.00","1966","908"
"Chevrolet: Camaro","29,500.00","1969","147,800"
"Chevrolet: Silverado 2500 LT Crew Cab Pickup 4-Door","48,500.00","2015","4,352"
"Volkswagen: Jetta TDI Sedan 4-Door","177.50","1998","287,695"
"Chevrolet: El Camino L-79 327/350HP","19,600.00","1965","55,000"
" Chevrolet: Chevelle Malibu ","12,800.00","1971","82,000"
"Chevrolet: Camaro","26,995.00","2015","1,133"
"Lotus: Evora 2dr Coupe 2+2","44,900.00","2010","30,970"
"Aston Martin: Vantage Base Convertible 2-Door","129,900.00","2015","1,476"
"Oldsmobile: Busines Coupe Business Coupe L36 2 Door","10,000.00","1936"," "
"Mercedes-Benz: Other R","69,990.00","2014","8,165"
"Chevrolet: Cruze 4dr Sedan Automatic LT w/1LT","23,328.00","2016","0"
"New listing Porsche: 911 2dr Cabriolet Carrera 4S","115,000.00","2015","4,525"
"Chevrolet: Corvette Convertible 315hp Fuel Injection","95,000.00","1961","97,560"
"New listing Chevrolet: Corvette 3LT Nav Chrome Wheels Red Leather","2,125.00","2014","12,963"
"Tesla: Model S Performance 4dr Sedan","60,300.00","2013","21,908"
"BMW: 3-Series ZHP Convertible","16,970.00","2004","56,450"
"Mercedes-Benz: E-Class 4Matic Sedan 4-Door","1,306.00","2005","166,400"
"Ford: Galaxie Base","7,000.00","1968","99,999"
"Mercedes-Benz: C-Class 4dr Sedan C300 RWD","47,585.00","2016","0"
"Bentley: Continental GT Convertible","138,858.00","2013","18,688"
"Infiniti: G 2dr Auto","5,999.00","2006","136,000"
"New listing Ford: F-450","4,500.00","1996","125,000"
"New listing Ford: Fusion SE","3,999.00","2006","131,933"
"Ford: F550 CREW CAB TRUCK STAKEBED WITH STUDIO LIFTGATE- DIESEL- 300HP - 2WD","44,999.00","2013","47,700"
"New listing  Ford: Focus SE SEDAN 5-SPEED SYNC ALLOYS ","1.00","2014","20,766"
"Jaguar: XJ8 4door","12,500.00","2008","79,898"
"BMW: 3-Series 330Ci 2dr Co","6,500.00","2002","122,980"
"Audi: A4 A4 2.0T","9,495.00","2008","114,300"
"New listing Ford: F-350 LARIAT 7.3 POWERSTROKE DIESEL","18,995.00","2000","174,054"
" Lincoln: Premier 2-door Hardtop ","10,200.00","1957","0"
"Ford: F-150 SVT Raptor 6.2L V8 4 Door ROUSH Supercharger","72,500.00","2014","16,450"
"New listing Chevrolet: Chevelle Convertible","38,900.00","1969","32,373"
"Chevrolet: Camaro LT","15,998.00","2012","51,000"
"BMW: 3-Series 335i","47,995.00","2015","14,051"
"Acura: MDX 4dr SUV Tour","305.00","2003","230,210"
"Chevrolet: Bel Air/150/210","8,600.00","1957","99,999"
"Ferrari: Other Base","121,100.00","1970","59,157"
"Toyota: Sequoia SR5 SUV","6,100.00","2006","116,134"
"Maserati: Ghibli 4dr Sedan S","88,220.00","2016","28"
"Mini: Clubman 4dr Hatchback","32,130.00","2016","0"
"Chevrolet: Bel Air/150/210","24,350.00","1955","18,024"
" Mercedes-Benz: C-Class C350 SPORT PANO ROOF NAVIGATION ","28,980.00","2013","19,304"
"Ford: Other XL","21,784.00","2001","67,112"
"Mercedes-Benz: S-Class 4dr Sedan S550 RWD","114,645.00","2016","0"
"Subaru: Tribeca Base Sport Utility 4-Door","9,975.00","2006","92,300"
"Chevrolet: Tahoe 2WD 4dr LT","63,202.00","2016","0"
"BMW: 4 Series 428i","55,169.00","2016","0"
"Jeep: Liberty Sport Sport Utility 4-Door","8,499.00","2006","86,010"
"BMW: 6-Series Gran Coupe","44,995.00","2013","38,869"
"Ford: F-650 Chassis Toy Hauler Super CrewZer","36,100.00","2008","41,500"
"BMW: 7-Series 740Li","70,995.00","2015","9,495"
"Ford: F-350 7.3L Diesel F350 Crew Cab Lariat Free Shipping!","27,900.00","2000","135"
"Chevrolet: Camaro Z/28","55,997.00","2015","473"
"Porsche: 911 2 door coupe, Euro T","109,000.00","1968","120"
"Porsche: Panamera 4DR HATCHBACK","46,900.00","2012","46,202"
"Chevrolet: Corvette 40th Anniv Edition Convertible W/Hardtop","11,500.00","1993","81,500"
"Chevrolet: Monte Carlo ss","3,800.00","1985","165,000"
"Chevrolet: Camaro Hennessey HPE600 Camaro","42,999.00","2010","6,460"
"Scion: xA Base Hatchback 5-Door","1,045.00","2005","151,000"
"Cadillac: DeVille 4dr Sedan","9,995.00","1995","26,407"
"Toyota: Tacoma SR5","4,500.00","2003","238,000"
"Chevrolet: Colorado 4WD Z71","34,800.00","2015","9,458"
"Ford: F-350 Lariat Dually 4x4 V8 TurboDiesel Crew Cab Truck","4,050.00","2009","66,783"
"Plymouth: Special Delux 4 Door Sedan","3,000.00","1950","18,908"
"Toyota: 4Runner SR5","30,998.00","2015","14,437"
"BMW: 3-Series 320i","25,995.00","2013","23,516"
" Chevrolet: Nova 2-door ","16,000.00","1972","99,999"
"Suzuki: Equator RMZ-4 Crew Cab Pickup 4-Door","15,000.00","2012","31,822"
"Chevrolet: Cruze 2LT Auto","809.05","2015","15,021"
"Dodge: Magnum 4dr Wgn RWD","2,839.00","2007","65,278"
"New listing Chevrolet: Silverado 1500 Extended Cab","12,795.00","1994","74,635"
" Chevrolet: Camaro 396 SS/RS - MATCHING NUMBERS ","33,600.00","1968","104,645"
"Chevrolet: Malibu 4dr Sedan LT w/2LT","31,185.00","2016","0"
"Ford: F-350 Dump Truck","14,500.00","2001","75,606"
"Mercedes-Benz: E-Class 4dr Sedan E350 Sport RWD","62,110.00","2016","0"
" Jeep: Wrangler UNLTD SPORT 4X4 REGENCY LIFTED ","9,100.00","2016","15"
"New listing Chevrolet: Tahoe LS 4X4","18,795.00","2011","75,358"
"Chevrolet: Impala grey","2,150.00","2006","121,009"
"Land Rover: Range Rover Sport 4WD 4dr HSE","29,500.00","2010","61,235"
"Mercedes-Benz: E-Class 4Matic","27,754.00","2012","29,221"
"Subaru: Legacy LSi Sedan 4-Door","2,000.00","1995","162,500"
"Audi: S5 Base Coupe 2-Door","27,000.00","2012","28,250"
"Chevrolet: Cruze 4dr Sedan Automatic LS","21,503.00","2016","0"
"Chevrolet: Chevelle SS","24,000.00","1972","1,700"
"Audi: A4 2dr Cabriole","3,500.00","2003","100,000"
"Chevrolet: Silverado 1500 4WD Crew Cab","24,500.00","2013","22,471"
"BMW: 3-Series 328i Convertible","8,900.00","1997","67,000"
"Mercedes-Benz: CLS-Class AMG CLS63","68,995.95","2012","12,632"
"Mercedes-Benz: SLK-Class 2dr Roadster","10,950.00","2003","101,388"
"Pontiac: Other","8,750.00","1955","50,000"
"Toyota: Celica Celica GT","8,200.00","1976","76,600"
"New listing Chevrolet: Camaro ZL1 6.2L Supercharged Sunroof Leather","35,100.00","2013","3,978"
"Mercedes-Benz: S-Class 4DR SEDAN","47,900.00","2013","44,336"
" Porsche: 911 2 Coupe 964 ","79,900.00","1994","39,589"
"BMW: 3-Series 320i xDrive","42,505.00","2015","0"
"Mercedes-Benz: CLA-Class 4dr Coupe CLA250","39,930.00","2016","0"
"Chevrolet: 3100","11,400.00","1951","0"
"Chevrolet: Camaro 5 speed fuel injected","69,900.00","1969","1,000,000"
"Aston Martin: Vantage Base Hatchback 2-Door","69,500.00","2008","2,648"
"Chevrolet: Silverado 1500 LT Extended Cab Pickup 4-Door","35,995.00","2015","2,538"
" Porsche: 911 2 Coupe 964 ","79,900.00","1994","39,589"
"BMW: 3-Series 320i xDrive","42,505.00","2015","0"
"Chevrolet: 3100","11,400.00","1951","0"
"New listing  Chevrolet: Suburban Z71 4X4 LIFTED SUNROOF NAV DVD 20'S ","36,980.00","2012","51,491"
"Chevrolet: Silverado 1500 LT Extended Cab Pickup 4-Door","35,995.00","2015","2,538"
"Toyota: Tacoma SR5","4,500.00","2003","238,000"
"Chevrolet: Camaro 5 speed fuel injected","69,900.00","1969","1,000,000"
"Aston Martin: Vantage Base Hatchback 2-Door","69,500.00","2008","2,648"
"Ford: F-350","12,500.00","2000","126,000"
"Ford: F-150 FX4","23,000.00","2010","110,000"
"Ford: Expedition XLT Triton","1,300.00","2000","141,730"
"Chevrolet: Malibu LS","4,000.00","2005","129,000"
"New listing  BMW: 3-Series AWD Wagon 4-Door ","200.00","2011","65,458"
"Jeep: Grand Cherokee Laredo Sport Utility 4-Door","5,100.00","2007","116,446"
"Plymouth: GTX Belvedere 2","4,000.00","1967","89,000"
" Mini: Cooper 2dr Cpe S ","4,650.00","2005","119,676"
"Chevrolet: Corvette Stingray","74,580.00","2016","6"
"Chevrolet: Malibu 4dr Sedan LT w/1LT","27,889.00","2016","0"
"Chevrolet: Corvette CORVETTE CONVERTIBLE 1 OF 111","59,800.00","1956","1,759"
"BMW: 2 Series 228i","42,294.00","2016","0"
" Mercedes-Benz: S-Class S550 AMG Sport ","35,950.00","2010","76,050"
"Chevrolet: Corvette Z16 Grand Sport w/3LT","1,000.00","2010","24,555"
"Dodge: Viper 2dr GTS Coup","34,995.00","1996","45,213"
"Chevrolet: Silverado 1500 2WD Ext Cab 143.5"" Work Truck","8,995.00","2007","106,509"
"Ford: Transit Connect XL Mini Cargo Van 4-Door","13,900.00","2012","15,597"
"Toyota: Land Cruiser","14,999.00","1979","57,412"
"Mercedes-Benz: S-Class AMG","126,990.00","2015","7,800"
"BMW: 3-Series Z3 2dr Roads","10,500.00","1997","64,929"
"Chevrolet: Chevelle SS 454","109,000.00","1970","90,680"
"Jeep: Grand Cherokee Laredo Sport Utility 4-Door","750.00","1998","190,542"
"BMW: 2 Series M235i","48,694.00","2016","0"
"Chevrolet: Corvette","109,999.00","2016","1,000"
"Mercedes-Benz: G-Class 5dr All Acti","25,900.00","2002","155,000"
"Chevrolet: Chevelle","68,500.00","1970","0"
"Hyundai: Genesis 4.6 Sedan 4-Door","12,500.00","2010","51,700"
"Chevrolet: C/K Pickup 2500","6,000.00","1970","107,925"
"Chevrolet: Corvette 50th Anniversary Package","26,099.00","2003","17,200"
"Ford: F-150 FX4","36,900.00","2013","63,334"
"Porsche: 911 2dr Coupe Carrera S","73,000.00","2012","17,758"
"Mercedes-Benz: C-Class C300 Sport","18,000.00","2011","50,803"
"Mercedes-Benz: E-Class 4dr Sedan E350 Sport RWD","62,030.00","2016","0"
"New listing Porsche: Cayenne GTS Sport Utility 4-Door","88,000.00","2016","5,560"
"BMW: Z4 M","22,900.00","2007","77,910"
"Toyota: Land Cruiser FJ40","16,100.00","1978","6,000"
"Chevrolet: Avalanche LTZ","2,025.00","2007","124,631"
" Chevrolet: Camaro Z28 6-SPEED RECARO SEATS 19"" WHEES ","53,980.00","2014","3,079"
" Chevrolet: C/K Pickup 1500 K10 STEPSIDE ","10,200.00","1970","44,561"
"Isuzu: Axiom 4dr XS 2WD","500.00","2002","0"
" Acura: ILX 4dr Sedan 2.0L Tech Pkg ","4,750.00","2013","40,399"
"Mercedes-Benz: GLC 4MATIC 4dr GLC300","48,600.00","2016","0"
"BMW: M3 M3 4dr","74,980.00","2015","1,800"
"New listing Chevrolet: Impala","1,800.00","2001","152,000"
"Mercedes-Benz: E-Class 4dr Sedan E400 RWD","72,335.00","2016","0"
"New listing Mercury: Grand Marquis GS 4DOOR","950.00","2004","160,748"
"Ford: F-350 Platinum Crew Cab 4x4","62,586.00","2016","5"
" Other Makes: Volkswagen Rail Buggy ","2,000.00","1966","0"
"Ford: E-Series Van Standard","1,822.00","2004","158,798"
"Dodge: Ram 1500 Hemi Sport Crew Cab Pickup 4-Door","8,995.00","2005","170,000"
"Dodge: Other Pickups none","12,000.00","1976","123,075"
"New listing BMW: Z4 Sport","35,900.00","2013","14,080"
"Lamborghini: Other LP 610-4","254,995.00","2015","436"
"Ford: F-350 DIESEL 4X4","21,995.00","2008","137,679"
"Porsche: Panamera 4DR HATCHBACK","44,900.00","2011","49,439"
"Ford: F-250 LIFTED DIESEL CREW 4X4 SHORT BED 20s ALLOY NICE TR","10,600.00","2006","129,425"
"New listing Mercedes-Benz: 300-Series S class","6,250.00","1992","170,365"
" Chevrolet: Camaro 1SS Certified 2015 2K MILES 1 OWNER REARCAM USB ","28,580.00","2015","2,493"
"New listing BMW: 3-Series 325i 4dr Sdn","995.00","2003","67,700"
"BMW: 1-Series 135i Premium Sport Convertible","17,900.00","2009","49,802"
"Mazda: Mazda3 I 4-DOOR TOURING","16,800.00","2015","960"
"Ford: F-100 HALF TON V-8 VINTAGE PICKUP","3,050.00","1961","110,459"
"BMW: 3-Series 328i","28,995.00","2013","43,000"
"Lincoln: Town Car Signature Sedan 4-Door","2,900.00","1999","150,000"
"Mercedes-Benz: C-Class C300 Sport","11,500.00","2012","46,049"
" BMW: M5 4DR SDN ","115,535.00","2016","21"
"Mercedes-Benz: 500-Series 2dr Roadster","27,900.00","1987","48,127"
"Bentley: Continental GT GT Speed Coupe 2-Door","119,000.00","2013"," "
"Other Makes","11,020.00","1952","8,888"
"Chevrolet: Cruze 4dr Sedan Automatic LT w/1LT","23,053.00","2016","0"
"Chevrolet: C/K Pickup 3500 Silverado","3,500.00","1995","213,580"
"New listing Chevrolet: Silverado 1500 LS HD","2,024.69","2002","161,001"
" Cadillac: CTS -V COUPE SUPERCHARGED NAV RECARO ","16,665.00","2011","48,456"
"New listing Chevrolet: El Camino Conquista","15,000.00","1987","53,000"
" Toyota: RAV4 LTD SUNROOF HTD LEATHER REAR CAM ","510.00","2010","55,209"
"Lincoln: Navigator 2WD 4dr","9,101.00","2011","36,679"
"Chrysler: 300 Limited Sedan 4-Door","9,350.00","2008","105,764"
"Chevrolet: Silverado 1500","20,000.00","2011","38,450"
"Chevrolet: Silverado 1500 2LZ - LTZ","58,000.00","2015","341"
"Lamborghini: Gallardo 2dr Coupe LP560-4 Coupe","159,000.00","2014","6,738"
"Chevrolet: Camaro LT","32,377.00","2016","0"
"Ford: Fairlane GT","57,500.00","1967","10,000"
"New listing Chevrolet: Corvette ZR1 Fully Built over 1000-WHP","72,991.00","2009","28,664"
"New listing Ferrari: Other","179,888.00","2008","12,762"
"Nissan: 370Z Touring","7,950.00","2009","58,621"
"Ford: Fusion PLUG-IN HYBRID SE LUXURY SEDAN 4D","22,900.00","2014","33,600"
"New listing Ford: Mustang","8,000.00","1967","71,128"
" Cadillac: Escalade Platinum Sport Utility 4-Door ","13,700.00","2008","148,300"
